idencuesta,ola,version,muestra,cuestion_mig,cuestion_completo,formato,segmento,comuna,comuna_cod,region,region_cod,estrato,ponderador01,ponderador02,fact_exp01,fact_exp02,r05_01,r05_02,r06,r07,r08,r09,r10,r11,r12_01,r12_02,r12_03,r12_04,r12_05,r12_06,r12_07,r13_nredes,r13_sexo_01,r13_edad_01,r13_relacion_01,r13_tiempo_01,r13_barrio_01,r13_educ_01,r13_relig_01,r13_ideol_01,r13_contacto_01,r13_confia_01,r13_sexo_02,r13_edad_02,r13_relacion_02,r13_tiempo_02,r13_barrio_02,r13_educ_02,r13_relig_02,r13_ideol_02,r13_contacto_02,r13_confia_02,r13_sexo_03,r13_edad_03,r13_relacion_03,r13_tiempo_03,r13_barrio_03,r13_educ_03,r13_relig_03,r13_ideol_03,r13_contacto_03,r13_confia_03,r13_sexo_04,r13_edad_04,r13_relacion_04,r13_tiempo_04,r13_barrio_04,r13_educ_04,r13_relig_04,r13_ideol_04,r13_contacto_04,r13_confia_04,r13_sexo_05,r13_edad_05,r13_relacion_05,r13_tiempo_05,r13_barrio_05,r13_educ_05,r13_relig_05,r13_ideol_05,r13_contacto_05,r13_confia_05,r14,r15,r16,r17,r18_01,r18_02,t01,t02_01,t02_02,t02_03,t02_04,t03_01,t03_02,t03_03,t03_04,t05,t06_01,t06_02,t06_03,t06_04,t06_05,t06_06,t06_07,t06_08,t07_01,t07_02,t08,t09_01,t09_02,t09_03,t10,t11_01,t11_02,t11_03,t11_04,t13_01,t13_02,t13_03,t14,c01,c02,c03,c04,c05_01,c05_02,c05_03,c05_04,c05_05,c05_06,c05_07,c05_08,c05_09,c05_10,c05_11,c05_12,c05_13,c05_14,c06_01,c06_02,c06_03,c06_04,c06_05,c06_06,c08_01,c08_02,c08_03,c08_04,c08_05,c09_01,c09_02,c09_03,c09_04,c10_01,c10_02,c10_03,c12_01,c12_02,c12_03,c12_04,c12_05,c12_06,c12_07,c12_08,c12_09,c12_09_otro,c13,c14_01,c14_02,c15,c16,c16_otro,c17,c17_otro,c18_05,c18_08,c18_09,c18_10,c18_11,c18_13,c20,c20_otro,c21_01,c21_02,c21_03,c21_04,c21_05,c21_06,c21_07,c21_08,c21_09,c21_10,c21_11,c22,c23,c24,c25,c32_01,c32_02,c33,c34,c35_01,c35_02,c35_03,c35_04,c37_01,c37_02,c37_03,c37_04,c37_05,c37_06,c37_07,c37_08,c37_09,c37_10,c38,c40_01,c40_02,c40_03,c40_04,c40_05,c40_06,c41_01,c41_02,c41_03,c41_04,c42_01,c42_02,c42_03,c42_04,c46_01,c46_02,c46_03,c46_04,c46_05,c49_01,c49_02,c49_03,c49_04,c49_05,c49_06,c50,c51,c52,c53,c54,c55,c56,c57,d01_01,d01_02,d01_03,d01_04,d02_01,d02_02,d02_03,d03_01,d03_02,d04_01,d04_02,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,d19,d25_01,d25_02,d25_03,d25_04,d25_05,d25_06,d26_01,d26_02,d26_03,d26_04,d27_01,d27_02,d27_03,d27_04,d27_05,d28,g01_01,g01_02,g01_03,g01_04,g01_05,g02_01,g02_02,g02_03,g02_04,g02_05,g03_01,g03_02,f04_01,f04_02,f05_01,f05_02,f05_03,f05_04,f05_05,f05_06,f05_07,f06_01,f06_02,f07_01,f07_02,f08_01,f08_02,f08_03,f08_04,f08_05,f08_06,f09_01,f09_02,f09_03,s01,s02,s03,s11_01,s11_02,s11_03,s11_04,s11_05,s11_06,s11_07,s11_08,s11_09,s13_01,s13_02,s13_03,s13_04,s13_05,s13_06,s13_07,s13_08,s16,s17,s18,s19_01,s19_02,s19_03,s19_04,s19_05,s19_01_fecha,s19_02_fecha,s19_03_fecha,s19_04_fecha,s19_05_fecha,s20,s21,s22_01,s22_02,s22_03,s22_04,s22_05,s22_06,s22_07,s22_08,s22_09,s22_10,s23_01,s23_02,s23_03,s23_04,s23_05,s24_01,s24_02,s24_03,s26_01,s26_02,s26_03,s26_04,s26_05,s26_06,s27,s28,s29,s30_01,s30_02,s30_03,s30_04,s30_05,s30_06,s30_07,s30_08,s31,m0_sexo,m0_edad,m01,m02,m13,m14,m14b,m15,m16,m29,m30,m30b,m36,m36_otro,m38,m38_otro,m39,m41,m45,m53,m53_otro,m57,m58,m59,m66_01,sexo_enc,edad_enc,nac_enc,educ_enc,exp_campo_enc,fecha_entr,mod_t_dur,mod_r_dur,mod_c_dur,mod_d_dur,mod_f_dur,mod_g_dur,mod_s_dur,mod_m_dur,otros_dur,total_dur
1101133,6,202201,1,2,1,1,110113,Iquique,1101,Tarapaca,1,4,2.3412015438079834,1.773301124572754,20348.251953125,15412.4189453125,1,1,1,NA,NA,3,1,4,3,3,3,4,4,4,4,1,2,38,2,5,1,3,2,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,1,1,1,5,1,1,1,1,5,11,12,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,5,3,3,3,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,NA,1,2,2,12,15,NA,5,NA,4,4,4,4,4,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,NA,NA,NA,NA,NA,4,1,5,3,5,2,3,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,-888,NA,NA,5,4,6,2,2,4,4,2000000,350000,1500000,500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,2,5,5,4,4,4,NA,NA,1,1,1,1,3,3,1,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,3,1,4,4,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2021,NA,NA,NA,2022,2,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,5,1,1,3,1,1,1,1,3,0,NA,4,4,4,4,4,4,4,5,2,2,68,4,5,NA,NA,NA,NA,NA,320000,NA,NA,5,NA,2,NA,2,1,1,10,NA,operador minero,1,2,1,Femenino,38,Chilena,Educación Media-Técnico Profesional,Si,2022-09-09,6.403581659431509,3.3499999046325684,10.766666650772095,2.549999952316284,0.6000000238418579,0.8333333134651184,4.066666603088379,1.5833333730697632,5.283333253115416,35.43691635131836
1101151,6,202201,1,2,1,1,110115,Iquique,1101,Tarapaca,1,4,1.5608010292053223,2.2872719764709473,13565.501953125,19879.53125,1,2,2,5,3,2,3,4,3,3,4,3,4,4,4,3,2,26,1,4,1,5,2,2,1,3,1,27,4,5,2,5,1,2,1,3,2,48,3,5,1,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,4,4,3,4,4,3,4,3,4,4,4,4,4,4,1,2,4,4,4,4,5,5,4,1,2,1,4,2,2,1,1,12,5,7,1,2,2,2,2,1,1,2,2,2,2,2,1,2,3,4,2,3,1,1,1,1,2,4,1,3,1,1,4,3,4,3,1,4,5,4,4,1,2,1,1,1,1,1,1,1,NA,3,3,4,7,12,NA,5,NA,5,4,4,5,3,3,6,NA,4,3,4,3,4,2,4,4,3,4,3,2,1,1,1,5,5,NA,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,2,3,NA,NA,NA,NA,NA,NA,1,7,1,2,1,2,NA,NA,8,7,7,5,3,3,3,12000000,500000,12000000,600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,3,5,3,5,5,3,NA,NA,5,3,5,5,4,3,1,2,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,2,2,3,4,2,2,2,1,2,2,1,2,2,2,2,2,4,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,5,5,1,4,3,4,2,2,5,0,0,NA,5,4,4,4,4,5,4,4,1,1,28,8,1,1200000,NA,NA,1700000,4,3500000,NA,NA,2,NA,5,NA,4,2,1,1,NA,supervisor,1,1,1,Femenino,38,Chilena,Educación Media-Técnico Profesional,Si,2022-09-14,3.433333396911621,5.616666793823242,10.850000381469727,1.5666667222976685,1.2000000476837158,0.949999988079071,4.5,2.4166667461395264,1.733333369717002,32.26667022705078
1101152,6,202201,1,2,1,1,110115,Iquique,1101,Tarapaca,1,4,1.1706007719039917,0.886650562286377,10174.1259765625,7706.20947265625,2,1,3,4,1,3,1,2,5,4,4,5,3,4,5,3,2,24,5,1,2,4,3,6,1,3,2,42,5,2,2,4,1,6,1,3,2,26,5,2,2,4,1,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,4,2,5,5,5,5,5,5,3,3,3,2,4,4,2,3,2,4,4,4,5,4,3,2,3,1,3,3,1,1,3,11,9,1,2,3,2,2,2,3,3,4,3,3,2,1,1,1,2,4,3,3,2,2,2,2,2,3,1,1,1,1,1,1,1,2,2,2,5,5,5,1,1,1,1,1,1,1,1,1,NA,1,1,3,12,15,NA,5,NA,5,5,2,2,5,2,2,NA,5,4,5,4,5,4,4,4,4,4,4,2,2,2,2,5,5,NA,NA,NA,NA,NA,NA,4,2,4,4,5,2,4,2,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,4,NA,NA,5,6,5,4,2,2,2,1500000,350000,900000,450000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,4,4,3,5,5,4,NA,NA,5,1,3,3,1,1,1,3,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,2,4,4,4,1,1,1,1,2,2,2,2,2,2,2,2,4,2,5,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,5,5,1,3,2,2,2,2,3,0,0,NA,4,4,4,4,4,4,3,4,1,2,35,7,1,430000,NA,NA,500000,3,430000,NA,NA,8,NA,1,NA,6,1,1,10,NA,administrativo en hospital,2,1,1,Femenino,38,Chilena,Educación Media-Técnico Profesional,Si,2022-09-02,4.099999904632568,5.900000095367432,9.183333396911621,1.4500000476837158,1.2666666507720947,0.8666666746139526,4.7833333015441895,2.633333444595337,1.3333333637565374,31.516666412353516
1101171,6,202201,1,2,1,1,110117,Iquique,1101,Tarapaca,1,4,0.5853003859519958,0.8577269911766052,5087.06298828125,7454.82373046875,2,1,3,4,1,3,1,4,3,3,4,4,2,4,4,3,2,65,3,5,2,2,1,6,1,3,1,70,3,5,2,1,1,6,1,3,2,70,3,5,2,3,1,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,2,4,4,4,4,4,5,1,1,2,5,1,3,2,2,12,13,14,1,2,2,2,1,1,1,4,1,3,2,1,1,3,4,5,2,4,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,NA,1,1,3,12,15,NA,5,NA,4,4,3,3,5,2,9,NA,4,4,4,2,4,3,4,4,4,3,3,1,1,1,2,5,5,NA,NA,NA,NA,NA,NA,4,4,4,4,5,1,3,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,3,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,2,NA,NA,4,3,6,1,2,4,4,4000000,350000,4000000,600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,2,5,4,4,4,4,NA,NA,2,2,2,2,1,3,3,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,30,3,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,1,1,1,2,1,1,1,1,0,0,NA,4,4,4,4,4,4,4,4,2,1,63,3,1,480000,NA,NA,480000,4,480000,NA,NA,1,NA,1,NA,7,2,1,10,NA,no sabe,-888,-888,1,Femenino,38,Chilena,Educación Media-Técnico Profesional,Si,2022-09-14,4.7833333015441895,4.833333492279053,12.383333206176758,1.5333333015441895,2.2166666984558105,2.116666555404663,4,3.116666555404663,2.999999998137355,37.983333587646484
1101173,6,202201,1,2,1,1,110117,Iquique,1101,Tarapaca,1,4,0.5853003859519958,0.4433252811431885,5087.06298828125,3853.104736328125,2,1,5,5,1,4,1,3,4,4,4,4,5,4,4,3,2,50,3,5,2,2,1,6,1,3,2,31,4,5,2,4,1,6,1,3,2,29,4,4,1,3,1,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,2,2,4,5,5,5,5,5,2,4,4,4,1,5,5,2,4,4,4,3,4,4,4,4,1,2,1,5,1,1,1,1,1,5,7,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,1,1,1,1,3,3,5,5,5,5,5,5,5,1,1,1,1,1,1,3,3,1,NA,5,5,5,1,18,NA,3,NA,5,5,2,4,4,3,8,NA,5,5,5,5,4,4,4,4,4,4,4,3,4,4,2,5,5,NA,NA,NA,NA,NA,NA,5,2,5,5,5,3,5,2,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,4,4,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,5,5,10,1,3,4,4,5000000,600000,4000000,1000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,5,2,4,4,4,NA,NA,2,2,5,1,1,1,1,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,5,5,1,3,4,4,2,1,3,2,0,NA,4,4,4,4,4,5,4,5,2,2,32,7,9,NA,NA,NA,NA,NA,900000,NA,NA,2,NA,1,NA,7,2,1,10,NA,tripulantes,1,2,1,Femenino,38,Chilena,Educación Media-Técnico Profesional,Si,2022-09-07,3.6500000953674316,12.600000381469727,12.216666221618652,10.983333587646484,0.8166666924953461,1.0666667222976685,4.183333396911621,1.75,2.9000000096857548,50.16667175292969
1107033,6,202201,1,1,1,1,110703,Alto Hospicio,1107,Tarapaca,1,4,0.7804005146026611,1.1436359882354736,6782.7509765625,9939.765625,2,2,2,4,1,3,1,4,4,4,4,3,4,3,4,1,2,32,1,4,1,3,2,-999,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,5,4,3,3,4,4,4,4,3,4,4,3,3,2,4,4,4,4,4,4,4,4,3,2,2,1,3,1,1,1,1,6,4,9,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,5,4,4,1,1,1,1,1,1,3,1,1,NA,1,2,2,7,15,NA,5,NA,5,3,2,2,4,2,10,NA,4,4,4,4,4,-888,4,4,4,4,4,2,2,2,1,5,4,NA,NA,NA,NA,NA,NA,2,2,4,2,5,2,3,4,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,4,NA,NA,NA,NA,NA,NA,2,NA,-999,NA,1,NA,1,2,4,3,6,3,2,2,2,5000000,600000,2500000,900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,2,4,3,4,4,4,NA,NA,1,1,3,3,1,1,1,3,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,15,1,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,5,5,3,1,1,1,1,2,1,-999,NA,4,4,4,4,4,3,4,4,1,1,33,5,2,450000,NA,NA,600000,3,500000,NA,NA,2,NA,2,NA,7,2,1,10,NA,vendedor de feria,5,2,2,Femenino,39,Chilena,Profesional (4 o más años),Si,2022-11-01,2.7666666507720947,3.4166667461395264,6.066666603088379,1.3333333730697632,0.6333333253860474,1.3666666746139526,6.300000190734863,3.316666603088379,3.700000014156103,28.899999618530273
1107072,6,202201,1,2,1,1,110707,Alto Hospicio,1107,Tarapaca,1,4,2.5624492168426514,1.9408812522888184,22271.197265625,16868.919921875,3,1,3,4,1,4,1,4,4,4,2,4,4,4,4,5,1,34,1,4,1,3,1,6,1,3,2,47,3,5,1,3,1,6,1,3,1,21,3,5,1,3,1,6,1,3,1,27,3,4,2,3,1,-999,1,2,2,27,3,5,2,3,1,6,1,3,1,2,2,2,4,4,3,4,4,4,4,4,4,4,4,3,4,2,2,3,2,4,4,4,4,4,3,1,1,1,4,1,1,1,1,10,14,11,2,3,2,2,1,3,2,4,3,3,2,2,3,3,4,4,2,3,2,1,1,1,2,-888,3,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,3,1,NA,2,2,2,5,15,NA,5,NA,4,4,4,4,4,4,1,NA,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,4,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-888,-888,-888,-888,-888,NA,NA,NA,NA,NA,NA,1,7,1,1,1,NA,2,NA,5,4,8,2,2,2,2,3000000,800000,2000000,900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,4,3,4,4,2,NA,NA,2,2,2,2,1,2,1,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,4,7,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,5,5,1,2,4,4,4,2,4,6,0,NA,4,4,4,4,4,4,4,4,2,2,30,5,1,600000,NA,NA,800000,2,1000000,NA,NA,2,NA,1,NA,5,2,2,10,NA,repartidor de construcción,1,2,1,Femenino,39,Chilena,Profesional (4 o más años),Si,2022-09-23,3.2166666984558105,8.416666984558105,12.133333206176758,2.6666667461395264,1.5333333015441895,1.8666666746139526,6.2166666984558105,4.0333333015441895,3.2666667364537716,43.349998474121094
2101032,6,202201,1,1,1,1,210103,Antofagasta,2101,Antofagasta,2,4,2.3515095710754395,2.0162978172302246,20437.84375,17524.392578125,2,2,3,3,1,3,3,3,3,3,1,5,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,4,2,4,4,4,4,2,4,4,3,3,4,5,4,4,4,5,5,4,5,5,4,2,2,2,2,2,2,1,2,11,2,12,1,1,2,2,1,3,3,3,1,3,4,1,1,4,4,5,3,3,3,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,3,1,1,1,1,NA,1,2,2,12,15,NA,5,NA,5,5,1,1,5,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,NA,NA,NA,NA,NA,NA,1,-999,5,5,5,4,5,2,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-999,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,2,NA,NA,5,5,9,5,2,1,1,5000000,500000,3000000,1200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,3,1,5,3,5,5,4,NA,NA,1,1,3,3,2,2,1,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,5,5,1,2,4,2,1,1,1,1,0,NA,4,4,5,5,5,5,5,5,2,1,40,5,1,1500000,NA,NA,1800000,5,1500000,NA,NA,1,NA,1,NA,7,2,1,10,NA,conductor de camion,1,1,2,Femenino,44,Chilena,Técnico-Nivel Superior (1-3 años),No,2022-10-02,5.366666555404663,4.116666674613953,12.516666889190674,7.299999952316284,2.4666666388511658,1.0333333313465118,6.3500001430511475,2.616666615009308,2.5000000447034836,44.26666259765625
2101033,6,202201,1,2,1,1,210103,Antofagasta,2101,Antofagasta,2,4,1.8812077045440674,1.613038182258606,16350.275390625,14019.5146484375,1,1,1,NA,NA,2,1,2,1,3,5,4,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,1,1,2,2,2,2,2,2,3,4,2,2,5,4,4,4,5,5,4,5,5,4,2,2,2,3,4,4,2,3,13,2,7,1,2,2,2,1,1,1,3,1,3,1,1,1,2,5,5,1,1,1,1,1,1,1,1,1,2,3,3,2,4,3,4,4,1,5,5,3,3,1,1,1,1,1,1,1,1,NA,3,3,3,5,15,NA,5,NA,5,5,1,1,5,5,10,NA,3,4,4,4,4,3,4,3,3,3,4,3,3,3,2,5,5,NA,NA,NA,NA,NA,NA,3,4,5,5,5,4,4,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,5,4,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,1,NA,NA,5,4,7,4,1,1,1,-999,-999,-999,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,2,1,5,3,5,5,5,NA,NA,1,1,2,2,2,2,1,2,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,4,1,2,2,2,2,2,2,3,2,NA,5,5,5,5,5,5,5,5,1,1,64,5,5,NA,NA,NA,NA,NA,-999,-999,NA,1,NA,1,NA,7,2,1,10,NA,temporero,5,2,1,Femenino,44,Chilena,Técnico-Nivel Superior (1-3 años),No,2022-09-04,10.466666221618652,8.583333015441895,23.08333396911621,1.3166667222976685,2.200000047683716,1.3333333730697632,8.316666603088379,4.183333396911621,8.066666765138507,67.54999542236328
2101043,6,202201,1,2,1,1,210104,Antofagasta,2101,Antofagasta,2,4,1.5872689485549927,1.9027509689331055,13795.5439453125,16537.515625,2,2,2,4,2,2,1,3,3,3,5,2,4,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,3,4,4,3,3,2,3,3,3,3,3,4,2,2,2,4,2,2,4,4,3,2,2,2,3,2,2,1,2,13,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,5,12,15,NA,5,NA,3,1,1,1,5,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,NA,NA,NA,NA,NA,NA,1,1,5,1,5,1,5,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,1,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,-999,NA,NA,4,4,7,4,1,1,1,10000000,450000,5000000,1000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,1,5,5,4,5,5,NA,NA,1,1,2,2,2,2,1,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,1,2,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,2,1,5,5,2,1,2,1,2,2,1,3,2,NA,5,5,5,5,5,5,5,5,2,2,42,4,2,420000,NA,NA,800000,4,400000,NA,NA,4,NA,5,NA,7,1,4,10,NA,abuela era agricultura,4,2,1,Femenino,44,Chilena,Técnico-Nivel Superior (1-3 años),No,2022-10-01,11,7.666666746139526,35.03333282470703,6.0333331823349,1.6000000536441803,5.049999952316284,7.091635233743939,6.450000047683716,1.9500000290572643,81.87496185302734
